text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
a limited partnership,attr,NOUN,is,AUX,ROOT,limited,nonent,1,3,1,none
Shamrock Holdings Inc,pobj,PROPN,by,ADP,agent,led,ORG,1,8,1,none
the Roy E. Disney family company,appos,NOUN,Inc,PROPN,pobj,led,nonent,1,-1,1,none
the management group,nsubj,NOUN,intends,VERB,ccomp,led,nonent,1,3,0,none
chairman Samuel J. Heyman,pobj,PROPN,by,ADP,agent,led,nonent,1,8,0,none
its proposal,dobj,NOUN,reconsider,VERB,xcomp,reconsider,nonent,1,15,0,none
GAF Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Samuel J. Heyman,pobj,PROPN,by,ADP,agent,led,PERSON,1,9,0,purchaser
reconsider,xcomp,VERB,intends,VERB,ccomp,intends,nonent,1,14,0,status
September,pobj,PROPN,On,ADP,prep,offered,nonent,1,1,1,none
the group,nsubj,NOUN,offered,VERB,ROOT,offered,nonent,2,3,1,none
64.00 dlrs,dobj,NOUN,offered,VERB,ROOT,offered,MONEY,1,6,1,none
cash,pobj,NOUN,in,ADP,prep,offered,nonent,1,9,1,none
2.50 dlrs principal amount,conj,NOUN,dlrs,NOUN,dobj,offered,nonent,1,11,1,none
15 pct junior subordinated debentures,pobj,NOUN,of,ADP,prep,offered,nonent,1,16,1,none
each GAF share,pobj,NOUN,for,ADP,prep,offered,nonent,1,-1,1,none
Bell stock,pobj,NOUN,for,ADP,prep,doubled,nonent,1,13,0,none
one Regal share,pobj,NOUN,to,ADP,prep,doubled,nonent,1,16,0,none
each Bell share,pobj,NOUN,for,ADP,prep,doubled,nonent,1,20,0,none
half a share,pobj,NOUN,from,ADP,prep,doubled,nonent,1,24,0,none
Bell Petroleum Services Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Regal International Inc,nsubj,PROPN,doubled,VERB,ccomp,doubled,ORG,1,5,0,purchaser
doubled its offer,dobj,NOUN,doubled,VERB,ccomp,doubled,nonent,1,9,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
it,nsubj,PRON,considering,VERB,ccomp,considering,nonent,5,3,1,none
the new offer,dobj,NOUN,considering,VERB,ccomp,considering,nonent,1,7,1,none
an expression,dobj,NOUN,received,VERB,conj,received,nonent,1,14,1,none
interest,pobj,NOUN,of,ADP,prep,received,nonent,1,17,1,none
a possible merger,pobj,NOUN,for,ADP,prep,identify,nonent,1,19,1,none
a Fortune 500 company,pobj,NOUN,into,ADP,prep,identify,nonent,1,23,1,none
it,nsubj,PRON,identify,VERB,relcl,identify,nonent,5,3,1,none
that,nsubjpass,PRON,investigated,VERB,relcl,investigated,nonent,1,31,1,none
meetings,pobj,NOUN,at,ADP,prep,held,nonent,1,36,1,none
Corning Glass Works' subsidiary,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,0,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,6,8,0,none
55 pct,dobj,NOUN,transfer,VERB,xcomp,transfer,PERCENT,1,12,0,none
its capital stock,pobj,NOUN,of,ADP,prep,transfer,nonent,1,15,0,none
a European group,pobj,NOUN,to,ADP,prep,transfer,nonent,1,-1,0,none
glass manufacturer,compound,NOUN,manufacturer,NOUN,pobj,transfer,nonent,1,21,0,acqbus
Argentine,det,PROPN,manufacturer,NOUN,pobj,transfer,NORP,2,20,0,acqloc
Corning International Corp,appos,PROPN,subsidiary,NOUN,nsubj,said,ORG,1,4,0,seller
agreed to transfer,aux,PART,transfer,VERB,xcomp,transfer,nonent,1,9,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
it,nsubj,PRON,transfer,VERB,ccomp,transfer,nonent,6,2,1,none
the capital stock,dobj,NOUN,transfer,VERB,ccomp,transfer,nonent,1,5,1,none
S.A.,appos,PROPN,Rigolleau,PROPN,pobj,transfer,GPE,1,-1,1,none
the group,pobj,NOUN,to,ADP,prep,controlled,nonent,1,12,1,none
"Rigolleau, S.A.",pobj,PROPN,of,ADP,prep,transfer,nonent,1,-1,1,acquired
Argentine,compound,PROPN,Gancia,PROPN,pobj,controlled,NORP,2,19,1,acqloc
Camillo Gancia,pobj,PROPN,by,ADP,agent,controlled,PERSON,1,-1,1,purchaser
a letter,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,3,0,none
CC-Bank,appos,PROPN,AG,PROPN,appos,purchase,ORG,2,-1,0,none
the bank,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,22,0,none
a statement,pobj,NOUN,in,ADP,prep,amplifying,nonent,1,26,0,none
an earlier report,dobj,NOUN,amplifying,VERB,acl,amplifying,nonent,1,29,0,none
Frankfurt,pobj,PROPN,from,ADP,prep,amplifying,GPE,1,-1,0,none
Bankhaus Centrale Credit AG,appos,PROPN,affiliate,NOUN,dobj,purchase,ORG,1,-1,0,acquired
West German,amod,PROPN,German,ADJ,amod,purchase,nonent,2,14,0,acqloc
Banco Santander,nsubj,PROPN,signed,VERB,ccomp,signed,ORG,1,0,0,purchaser
Bank of America,pobj,PROPN,of,ADP,prep,signed,ORG,1,8,0,seller
letter of intent,pobj,NOUN,of,ADP,prep,signed,nonent,1,4,0,status
The incorporation,nsubj,NOUN,provide,VERB,ROOT,provide,nonent,1,-1,1,none
CC-Bank,pobj,PROPN,of,ADP,prep,provide,ORG,2,3,1,none
our group,pobj,NOUN,in,ADP,prep,provide,nonent,1,5,1,none
a major boost,dobj,NOUN,provide,VERB,ROOT,provide,nonent,1,-1,1,none
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,2,3,0,none
a Philadelphia-based company,appos,NOUN,Inc,PROPN,dobj,based,nonent,1,13,0,none
which,nsubj,PRON,leases,VERB,relcl,leases,nonent,1,16,0,none
Entrepo Financial Resources Inc,dobj,PROPN,acquire,VERB,acl,acquire,ORG,1,-1,0,acquired
high technology equipment,dobj,NOUN,remarkets,VERB,conj,remarkets,nonent,1,-1,0,acqbus
"AMOSKEAG BANK"" / ""Amoskeag Bank",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,purchaser
agreement,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,6,0,status
Terms,nsubjpass,PROPN,disclosed,VERB,ROOT,disclosed,nonent,1,0,1,none
the acquisition,pobj,NOUN,of,ADP,prep,disclosed,nonent,1,2,1,none
its counter proposal,nsubj,NOUN,was,AUX,advcl,merge,nonent,1,7,0,none
a merger,nsubj,NOUN,was,AUX,conj,said,nonent,1,22,0,none
the best interests,pobj,NOUN,in,ADP,prep,said,nonent,1,26,0,none
both companies,pobj,NOUN,of,ADP,prep,said,nonent,3,-1,0,none
Baker International Corp,pobj,PROPN,with,ADP,prep,merge,ORG,1,13,0,acquired
Hughes Tool Co,compound,PROPN,Chairman,PROPN,compound,said,ORG,1,0,0,purchaser
under consideration,pobj,NOUN,under,ADP,prep,said,nonent,1,18,0,status
Our hope,nsubj,NOUN,is,AUX,ccomp,come,nonent,1,-1,1,none
we,nsubj,PRON,come,VERB,ccomp,come,nonent,1,4,1,none
a mutual agreement,pobj,NOUN,to,ADP,prep,come,nonent,1,8,1,none
that,nsubj,PRON,is,AUX,relcl,come,nonent,13,3,1,none
both companies,pobj,NOUN,for,ADP,prep,come,nonent,3,-1,1,none
Kistler,nsubj,PROPN,said,VERB,ROOT,said,nonent,6,17,1,none
the proposed merger,pobj,NOUN,of,ADP,prep,proposed,nonent,3,20,1,none
that,nsubj,PRON,result,VERB,relcl,result,nonent,13,3,1,none
oil field service,nummod,NUM,dlr,NOUN,compound,result,nonent,1,31,1,acqbus
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,12,4,0,none
an 18.7 pct equity interest,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,7,0,none
protein therapy,pobj,NOUN,in,ADP,prep,specializing,nonent,1,-1,0,none
Enzon Inc,pobj,PROPN,in,ADP,prep,specializing,ORG,1,-1,0,acquired
pharmaceutical,det,DET,company,NOUN,appos,specializing,nonent,1,16,0,acqbus
Eastman Kodak Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
it,nsubj,PRON,secured,VERB,ccomp,secured,nonent,12,2,1,none
worldwide marketing rights,dobj,NOUN,secured,VERB,ccomp,secured,nonent,1,4,1,none
Enzon's PEG enzymes,pobj,NOUN,of,ADP,prep,used,nonent,1,10,1,none
the treatment,pobj,NOUN,in,ADP,prep,used,nonent,1,15,1,none
oxygen toxicity disorders,pobj,NOUN,of,ADP,prep,used,nonent,2,-1,1,none
hyperuricemia,conj,NOUN,disorders,NOUN,pobj,used,nonent,1,21,1,none
gout,conj,NOUN,hyperuricemia,NOUN,conj,used,nonent,2,-1,1,none
it,nsubj,PRON,entered,VERB,ccomp,entered,nonent,4,4,0,none
an 80 pct interest,dobj,NOUN,purchase,VERB,acl,purchase,nonent,1,13,0,none
a privately-held specialty plastics manufacturing company,pobj,NOUN,in,ADP,prep,held,nonent,1,18,0,none
it,nsubj,PRON,name,VERB,relcl,name,nonent,4,4,0,none
privately-held specialty plastics manufacturing company,compound,NOUN,manufacturing,NOUN,compound,held,nonent,1,19,0,acquired
Texon Energy Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
preliminary agreement,pobj,NOUN,into,ADP,prep,purchase,nonent,1,9,0,status
completion,nsubj,NOUN,is,AUX,ccomp,said,nonent,1,2,1,none
the acquisition,pobj,NOUN,of,ADP,prep,said,nonent,2,4,1,none
the consent,pobj,NOUN,to,ADP,prep,said,nonent,1,9,1,none
banks,pobj,NOUN,of,ADP,prep,said,nonent,1,12,1,none
third parties,conj,NOUN,banks,NOUN,pobj,said,nonent,1,14,1,none
the acquisition,nsubjpass,NOUN,made,VERB,conj,made,nonent,2,4,1,none
promissory notes,pobj,NOUN,for,ADP,prep,made,nonent,1,23,1,none
common stock,conj,NOUN,notes,NOUN,pobj,made,nonent,1,-1,1,none
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,3,4,0,none
the previously-announced acquisition,pobj,NOUN,for,ADP,prep,announced,nonent,1,11,0,none
Lincoln Savings Bank,pobj,PROPN,of,ADP,prep,announced,ORG,1,-1,0,acquired
Unicorp American Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
definitive agreement,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,8,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
the transaction,nsubj,NOUN,is,AUX,ccomp,said,nonent,1,3,1,none
regulatory approvals,pobj,NOUN,to,ADP,prep,said,nonent,1,-1,1,none
Acme Holding corp,dobj,PROPN,acquired,VERB,ccomp,acquired,ORG,1,-1,0,acquired
sliding and folding door hardware,pobj,NOUN,of,ADP,prep,sliding,nonent,1,-1,0,acqloc
kits for home design and remodeling projects,dobj,NOUN,provides,VERB,relcl,provides,nonent,1,30,0,drlamt
,punct,PUNCT,said,VERB,ROOT,said,nonent,322,0,0,purchaser
"R: ""STANLEY WORKS"" / ""Stanley Works",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,status
,punct,PUNCT,said,VERB,ROOT,said,nonent,322,0,1,purchaser
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,1,5,0,none
ready-mixed concrete and aggregates businesses,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,10,0,none
Portland,pobj,PROPN,of,ADP,prep,acquire,GPE,1,-1,0,none
Ore.,appos,PROPN,Portland,PROPN,pobj,acquire,GPE,1,-1,0,none
cash,pobj,NOUN,of,ADP,prep,acquire,nonent,1,-1,0,none
ready-mixed concrete and aggregates businesses,cc,CCONJ,concrete,NOUN,nmod,mixed,nonent,1,10,0,acquired
undisclosed,appos,PROPN,Portland,PROPN,pobj,acquire,nonent,1,24,0,drlamt
Lone Star Industries Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Riedel International Inc,pobj,PROPN,from,ADP,prep,acquire,ORG,1,16,0,seller
Lone Star's one sentence statement,nsubj,NOUN,gave,VERB,ROOT,gave,nonent,1,0,1,none
no further details,dobj,NOUN,gave,VERB,ROOT,gave,nonent,1,6,1,none
company spokesmen,nsubj,NOUN,were,AUX,conj,gave,nonent,1,10,1,none
its board,nsubj,NOUN,appointed,VERB,ccomp,appointed,nonent,1,4,0,none
a special committee,dobj,NOUN,appointed,VERB,ccomp,appointed,nonent,1,7,0,none
an offer,pobj,NOUN,of,ADP,prep,made,nonent,1,15,0,none
unit,dobj,NOUN, ,SPACE,dep,said,nonent,2,-1,0,none
Republic Health Corp,nmod,PROPN, ,SPACE,dep,said,ORG,1,28,0,acquired
Pesch and Co,conj,PROPN,Pesch,PROPN,pobj,made,nonent,1,21,0,purchaser
REPH Acquisition Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
negotiate the terms,dobj,NOUN,negotiate,VERB,relcl,negotiate,nonent,1,11,0,status
its Alpha Health Systems Corp unit,pobj,NOUN,through,ADP,prep,offered,nonent,1,-1,1,none
the 36 pct,dobj,NOUN,acquire,VERB,xcomp,acquire,PERCENT,1,11,1,none
Republic Health stock,pobj,NOUN,of,ADP,prep,acquire,nonent,1,15,1,none
that,dobj,PRON,own,ADJ,relcl,acquire,nonent,1,18,1,none
it,nsubj,PRON,own,ADJ,relcl,acquire,nonent,9,19,1,none
Pesch and Co,nsubj,PROPN,offered,VERB,ROOT,offered,nonent,1,-1,1,purchaser
it,nsubj,PRON,filed,VERB,ccomp,filed,nonent,11,5,0,none
Delaware Chancery Court,pobj,PROPN,in,ADP,prep,filed,ORG,1,9,0,none
its board,conj,NOUN,Inc,PROPN,pobj,filed,nonent,1,17,0,none
directors,pobj,NOUN,of,ADP,prep,filed,nonent,1,20,0,none
"its ""poison pill"" anti-takeover plan",dobj,NOUN,invalidate,VERB,xcomp,invalidate,nonent,1,-1,0,none
USAir Group Inc,pobj,PROPN,against,ADP,prep,filed,ORG,1,13,0,acquired
Trans World Airlines Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
filed suit,dobj,NOUN,filed,VERB,ccomp,filed,nonent,1,6,0,status
it,nsubj,PRON,received,VERB,ccomp,received,nonent,4,3,0,none
commitments,dobj,NOUN,received,VERB,ccomp,received,nonent,1,6,0,none
a group,nsubj,NOUN,buy,VERB,advcl,buy,nonent,1,8,0,none
"about 400,000 IMRE shares",dobj,NOUN,buy,VERB,advcl,buy,nonent,1,15,0,none
"2,500,000 dlrs",pobj,NOUN,for,ADP,prep,buy,MONEY,1,-1,0,none
with closing,nsubj,NOUN,expected,VERB,advcl,expected,nonent,1,22,0,none
March,pobj,PROPN,on,ADP,prep,expected,nonent,1,26,0,none
IMRE Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
group of European institutions,pobj,NOUN,of,ADP,prep,buy,nonent,1,9,0,purchaser
it,nsubj,PRON,purchased,VERB,ccomp,purchased,nonent,1,4,0,none
N.Y.,appos,PROPN,Armonk,PROPN,pobj,purchased,GPE,1,-1,0,none
cash,pobj,NOUN,of,ADP,prep,purchased,nonent,1,-1,0,none
Westfiar Funding Corp,dobj,PROPN,purchased,VERB,ccomp,purchased,ORG,1,6,0,acquired
"Armonk, N.Y.",pobj,PROPN,of,ADP,prep,purchased,nonent,1,-1,0,acqloc
undisclosed,prep,ADP,purchased,VERB,ccomp,purchased,nonent,1,14,0,drlamt
Commonwealth Mortgage Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Westfair,nsubj,PROPN,originated,VERB,ccomp,originated,ORG,1,2,1,none
60 mln dlrs,dobj,NOUN,originated,VERB,ccomp,originated,MONEY,1,4,1,none
residential mortgage loans,pobj,NOUN,of,ADP,prep,originated,nonent,1,8,1,none
the Hart-Scott-Rodino Anti-Trust Improvements Act,pobj,PROPN,under,ADP,prep,completed,LAW,1,16,0,none
Southwest Forest Industries Inc,conj,PROPN,it,PRON,ccomp,said,ORG,1,6,0,acquired
Stone Container Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
completed all waiting period requirements,compound,NOUN,requirements,NOUN,dobj,waiting,nonent,1,10,0,status
it,nsubj,PRON,proceed,VERB,ccomp,proceed,nonent,6,2,1,none
its previously proposed acquisition,pobj,NOUN,with,ADP,prep,proposed,nonent,1,6,1,none
it,nsubj,PRON,complied,VERB,ccomp,complied,nonent,8,4,0,none
all federal waiting period requirements,pobj,NOUN,with,ADP,prep,complied,nonent,1,12,0,none
share,pobj,NOUN,per,ADP,prep,proposed,nonent,2,23,0,none
Southwest Forest Industries,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Stone Container Corp,conj,PROPN,it,PRON,nsubj,complied,ORG,1,6,0,purchaser
12.3 mln shares,dobj,NOUN,has,VERB,ROOT,has,nonent,1,3,1,none
it,nsubj,PRON,requested,VERB,ccomp,requested,nonent,11,4,0,none
Dudley S. Taft,conj,PROPN,it,PRON,nsubj,requested,ORG,1,6,0,none
a response,dobj,NOUN,requested,VERB,ccomp,requested,nonent,1,11,0,none
March,pobj,PROPN,by,ADP,prep,requested,nonent,1,18,0,none
Taft Broadcasting Co,pobj,PROPN,from,ADP,prep,requested,ORG,1,14,0,acquired
Narragansett Capital Inc,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,purchaser
the company's vice chairman,appos,NOUN,Taft,PROPN,nsubj,offered,nonent,1,-1,1,none
145 dlrs,dobj,NOUN,offered,VERB,ccomp,offered,MONEY,1,14,1,none
each,pobj,PRON,for,ADP,prep,offered,nonent,1,17,1,none
Taft's 9.2 mln outstanding shares,pobj,NOUN,of,ADP,prep,offered,nonent,1,-1,1,none
it,nsubj,PRON,filed,VERB,ccomp,filed,nonent,14,6,0,none
a petition,dobj,NOUN,filed,VERB,ccomp,filed,nonent,1,8,0,none
the U.S. Interstate Commerce Commission,dobj,PROPN,asking,VERB,acl,asking,ORG,1,11,0,none
its earlier rejection,dobj,NOUN,reconsider,VERB,xcomp,reconsider,nonent,1,18,0,none
the merger,pobj,NOUN,of,ADP,prep,reconsider,nonent,4,22,0,none
railroad assets,pobj,NOUN,of,ADP,prep,holding,nonent,1,-1,0,acquired
railroad,case,PART,company,NOUN,poss,holding,nonent,3,28,0,acqbus
Santa Fe Southern Pacific Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
The ICC,nsubj,PROPN,rejected,VERB,ROOT,rejected,nonent,1,0,1,none
July,pobj,PROPN,in,ADP,prep,rejected,DATE,1,5,1,none
the merger,dobj,NOUN,rejected,VERB,ROOT,rejected,nonent,4,6,1,none
the Santa Fe and Southern Pacific Railroads,pobj,PROPN,of,ADP,prep,rejected,nonent,1,9,1,none
the grounds,pobj,NOUN,on,ADP,prep,reduce,nonent,1,17,1,none
it,nsubj,PRON,reduce,VERB,acl,reduce,nonent,14,20,1,none
competition,dobj,NOUN,reduce,VERB,acl,reduce,nonent,1,-1,1,none
Sweden's Nordbanken banking group,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,0,none
it,nsubj,PRON,sell,VERB,ccomp,sell,nonent,23,5,0,none
the 4.2 mln B free shares,dobj,NOUN,sell,VERB,ccomp,sell,nonent,1,8,0,none
loan collateral,pobj,NOUN,as,ADP,prep,deposited,nonent,1,16,0,none
Fermenta AB's  founder,pobj,NOUN,by,ADP,agent,deposited,nonent,1,19,0,none
former chief executive,conj,NOUN,founder,NOUN,pobj,deposited,nonent,1,23,0,none
Refaat el-Sayed,appos,PROPN,founder,NOUN,pobj,deposited,PERSON,1,26,0,none
it,nsubj,PRON,planned,VERB,conj,planned,nonent,23,5,0,none
them,dobj,PRON,buy,VERB,xcomp,buy,nonent,2,33,0,none
The bank,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
the sale,nsubj,NOUN,was,AUX,ccomp,said,nonent,2,3,1,none
public auction,pobj,NOUN,by,ADP,prep,said,nonent,1,7,1,none
March,pobj,PROPN,on,ADP,prep,said,nonent,1,10,1,none
a debtor's inability,pobj,NOUN,because,SCONJ,prep,repay,nonent,1,16,1,none
an overdue loan,dobj,NOUN,repay,VERB,acl,repay,nonent,1,-1,1,none
about 42 pct,dobj,NOUN,owning,VERB,acl,owning,PERCENT,1,4,0,none
the outstanding capital stock,pobj,NOUN,of,ADP,prep,owning,nonent,1,8,0,none
The First Women's Bank,pobj,PROPN,of,ADP,prep,owning,ORG,1,13,0,none
a cash tender offer,nsubj,NOUN,expired,VERB,ccomp,expired,nonent,1,18,0,none
the bank's remaining outstanding shares,pobj,NOUN,for,ADP,prep,remaining,nonent,1,23,0,none
11 dlrs,pobj,NOUN,at,ADP,prep,expired,MONEY,1,29,0,none
share,pobj,NOUN,per,ADP,prep,expired,nonent,3,32,0,none
March,pobj,PROPN,on,ADP,prep,expired,nonent,1,35,0,none
The First Women's Bank,case,PROPN,Women,PROPN,poss,owning,ORG,1,13,0,acquired
investor group,nsubj,NOUN,said,VERB,ROOT,owning,nonent,1,1,0,purchaser
expired,prep,ADP,dlrs,NOUN,pobj,expired,nonent,1,33,0,status
The investors,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
"about 132,000 shares",nsubjpass,NOUN,tendered,VERB,ccomp,tendered,nonent,1,-1,1,none
about 20 pct,conj,NOUN,shares,NOUN,nsubjpass,tendered,PERCENT,1,7,1,none
a filing,pobj,NOUN,in,ADP,prep,said,nonent,1,5,0,none
the Securities and Exchange Commission,pobj,PROPN,with,ADP,prep,said,ORG,1,8,0,none
it,nsubj,PRON,increased,VERB,ccomp,increased,nonent,8,14,0,none
its stake,dobj,NOUN,increased,VERB,ccomp,increased,nonent,1,17,0,none
"2,548,975 shares",pobj,NOUN,to,ADP,prep,increased,nonent,1,26,0,none
45.3 pct,conj,NOUN,shares,NOUN,pobj,increased,PERCENT,1,29,0,none
the total,pobj,NOUN,of,ADP,prep,increased,nonent,1,32,0,none
Bench Craft Inc,nmod,PROPN,stock,NOUN,pobj,increased,ORG,1,20,0,acquired
Universal Furniture Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
its Universal Furniture Industries N.V. unit,nsubj,NOUN,bought,VERB,ccomp,bought,nonent,1,2,1,none
"235,750 Bench Craft shares",dobj,NOUN,bought,VERB,ccomp,bought,nonent,1,9,1,none
the-counter,pobj,NOUN,over,ADP,nmod,bought,nonent,1,-1,1,none
"1,658,000 shares",pobj,NOUN,on,ADP,prep,rose,nonent,1,-1,0,none
a belief,dobj,NOUN,reflecting,VERB,advcl,reflecting,nonent,1,12,0,none
a previously announced merger,pobj,NOUN,with,ADP,prep,announced,nonent,1,-1,0,none
analysts,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,32,0,none
Hughes Tool Co,nsubj,PROPN,rose,VERB,ccomp,rose,ORG,1,0,0,acquired
Baker International Corp,nsubj,PROPN, ,SPACE,dep,reflecting,ORG,1,15,0,purchaser
the merger,pobj,NOUN,of,ADP,prep,back,nonent,1,8,1,none
it,nsubj,PRON,was,AUX,ccomp,said,nonent,3,13,1,none
Carling O'Keefe Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,sold,VERB,ccomp,sold,nonent,7,4,0,none
United Coal (Canada) Ltd,pobj,PROPN,to,ADP,dative,sold,ORG,1,14,0,none
Star Oil and Gas Ltd,conj,PROPN,Oil,PROPN,nmod,sold,ORG,1,7,0,acquired
57 mln dlrs cash,pobj,NOUN,for,ADP,prep,sold,nonent,1,-1,0,drlamt
United Coal (Canada) Ltd,nmod,PROPN,Ltd,PROPN,pobj,sold,ORG,1,14,0,purchaser
Carling O'Keefe Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
sold,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
it,nsubj,PRON,record,VERB,ccomp,record,nonent,7,2,1,none
an extraordinary gain,dobj,NOUN,record,VERB,ccomp,record,nonent,1,5,1,none
about two mln dlrs,pobj,NOUN,of,ADP,prep,record,MONEY,1,9,1,none
tax,pobj,NOUN,after,ADP,prep,record,nonent,1,-1,1,none
nine cts,conj,NOUN,dlrs,NOUN,pobj,record,MONEY,1,16,1,none
the sale,pobj,NOUN,from,ADP,prep,resulting,nonent,1,-1,1,none
it,nsubj,PRON,filed,VERB,ccomp,filed,nonent,2,4,0,none
an 8-K report,dobj,NOUN,filed,VERB,ccomp,filed,nonent,1,6,0,none
the company,pobj,NOUN,of,ADP,prep,assumed,nonent,2,18,0,none
a reorganization plan,pobj,NOUN,under,ADP,prep,signed,nonent,1,21,0,none
"DTD ENTERPRISES INC"" / ""DTD Enterprises Inc",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,acquired
EaglesLair Development Corp,nsubj,PROPN,assumed,VERB,ccomp,assumed,ORG,1,11,0,purchaser
assumed control,aux,AUX,assumed,VERB,ccomp,assumed,nonent,1,15,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
D. Gerald Lach,nsubjpass,PROPN,named,VERB,ccomp,named,PERSON,1,-1,1,none
president,appos,NOUN,Lach,PROPN,nsubjpass,named,nonent,2,6,1,none
president,oprd,NOUN,named,VERB,ccomp,named,nonent,2,6,1,none
a director,conj,NOUN,president,NOUN,oprd,named,nonent,1,13,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,3,5,0,none
principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,8,0,none
80 pct,dobj,NOUN,sell,VERB,xcomp,sell,PERCENT,1,11,0,none
its working interest,pobj,NOUN,of,ADP,prep,working,nonent,1,14,0,none
certain producing and non-producing natural gas properties,pobj,NOUN,in,ADP,prep,producing,nonent,1,18,0,none
certain producing and non-producing natural gas properties,amod,ADJ,gas,NOUN,compound,producing,nonent,1,18,0,acquired
southwestern Saskatchewan,pobj,PROPN,in,ADP,prep,located,nonent,1,-1,0,acqloc
Canadian Natural Resources Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
The transaction,nsubjpass,NOUN,expected,VERB,ccomp,expected,nonent,1,0,1,none
April,pobj,PROPN,on,ADP,prep,close,nonent,1,7,1,none
the company,nsubj,NOUN,said,VERB,ROOT,said,nonent,3,10,1,none
Malrite Guaranteed Broadcast Partners L.P.,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,6,6,0,none
13.8 mln dlrs,pobj,NOUN,for,ADP,prep,bought,MONEY,1,15,0,none
cash,pobj,NOUN,in,ADP,prep,bought,nonent,1,-1,0,none
WTRK Inc,dobj,PROPN,bought,VERB,ccomp,bought,ORG,1,8,0,acquired
13.8 mln dlrs,pobj,NOUN,for,ADP,prep,bought,MONEY,1,15,0,drlamt
Malrite Guaranteed Broadcast Partners L.P.,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Cox Enterprises Inc,pobj,PROPN,from,ADP,prep,bought,ORG,1,11,0,seller
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,2,0,1,none
WTRK-FM,dobj,PROPN,operates,VERB,conj,operates,ORG,1,-1,1,none
radio station,appos,NOUN,FM,PROPN,dobj,operates,nonent,1,-1,1,acqbus
Philadelphia,punct,PROPN,FM,PROPN,dobj,operates,GPE,1,8,1,acqloc
Broker's Choice Capital Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,2,5,0,none
a letter,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,7,0,none
